ID,brand,c__productCategory,manufacturerSKU,name__default,mainImageName(.png),imageSize(pixels),duplicatedManufacturerSku,comment
duravent-90-elbow-3pvpe90,DuraVent,Venting Components,3PVP-E90,"DuraVent Pellet Vent Pro 3"" Diameter 90 Degree Elbow | 3PVP-E90 |",3pvp-e90,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-90-elbow-black-3pvpe90b,DuraVent,Venting Components,3PVP-E90B,"DuraVent Pellet Vent Pro 3"" Diameter Black 90 Degree Elbow | 3PVP-E90B |",3pvp-e90b,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-adapter-tee-w-cleanout-tee-cap-3pvptad1,DuraVent,Venting Components,3PVP-TAD1,"DuraVent Pellet Vent Pro 3"" Diameter Adapter Tee w/Clean-Out Tee Cap | 3PVP-TAD1 |",3pvp-tad1,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-adapter-tee-w-cleanout-tee-cap-3pvptadb1,DuraVent,Venting Components,3PVP-TADB1,"DuraVent Pellet Vent Pro 3"" Diameter Black Adapter Tee w/Clean-Out Tee Cap | 3PVP-TADB1 |",3pvp-tadb1,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-adjustable-roof-flashing-0-126-12-3pvpf6,DuraVent,Venting Components,3PVP-F6,"DuraVent Pellet Vent Pro 3"" Diameter Adjustable Roof Flashing 0/12-6/12 | 3PVP-F6 |",3pvp-f6,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-adjustable-wall-strap-3pvpwsa,DuraVent,Venting Components,3PVP-WSA,"DuraVent Pellet Vent Pro 3"" Diameter Adjustable Wall StrapAdjustable Wall Strap | 3PVP-WSA |",3pvp-wsa,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-appliance-adapter-3pvpad,DuraVent,Venting Components,3PVP-AD,"DuraVent Pellet Vent Pro 3"" Diameter Appliance Adapter | 3PVP-AD |",3pvp-ad,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-appliance-adapter-increaser-3-4-3pvpx4ad,DuraVent,Venting Components,3PVP-X4AD,"DuraVent Pellet Vent Pro 3"" Diameter Appliance Adapter/Increaser 3"" - 4"" | 3PVP-X4AD |",3pvp-x4ad,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-appliance-adapter-increaser-3-4-black-3pvpx4adb,DuraVent,Venting Components,3PVP-X4ADB,"DuraVent Pellet Vent Pro 3"" Diameter Black Appliance Adapter/Increaser 3"" - 4"" | 3PVP-X4ADB |",3pvp-x4adb,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-appliance-adapter-increaser-harmon-3-4-black-3pvpx4adhb,DuraVent,Venting Components,3PVP-X4ADHB,"DuraVent Pellet Vent Pro 3"" Diameter Black Appliance Adapter/Increaser Harmon 3"" - 4"" | 3PVP-X4ADHB |",3pvp-x4adhb,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-attic-insulation-shield-3pvpis,DuraVent,Venting Components,3PVP-IS,"DuraVent Pellet Vent Pro 3"" Diameter Attic Insulation Shield | 3PVP-IS |",3pvp-is,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-cathedral-ceiling-support-box-3pvpcs,DuraVent,Venting Components,3PVP-CS,"DuraVent Pellet Vent Pro 3"" Diameter Cathedral Ceiling Support Box | 3PVP-CS |",3pvp-cs,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-ceiling-support-firestop-spacer-for-1-clearance-3pvpfs,DuraVent,Venting Components,3PVP-FS,"DuraVent Pellet Vent Pro 3"" Diameter Ceiling Support Firestop Spacer | 3PVP-FS |",3pvp-fs,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-ceiling-support-wall-thimble-cover-3pvpwtc,DuraVent,Venting Components,3PVP-WTC,"DuraVent Pellet Vent Pro 3"" Diameter Ceiling Support/Wall Thimble CoverCeiling Support/Wall Thimble Cover | 3PVP-WTC |",3pvp-wtc,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-chimney-adapter-6-3pvpx6,DuraVent,Venting Components,3PVP-X6,"DuraVent Pellet Vent Pro 3"" Diameter Chimney Adapter - 6"" | 3PVP-X6 |",3pvp-x6,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-chimney-adapter-7-3pvpx7,DuraVent,Venting Components,3PVP-X7,"DuraVent Pellet Vent Pro 3"" Diameter Chimney Adapter - 7"" | 3PVP-X7 |",3pvp-x7,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-chimney-adapter-8-3pvpx8,DuraVent,Venting Components,3PVP-X8,"DuraVent Pellet Vent Pro 3"" Diameter Chimney Adapter - 8"" | 3PVP-X8 |",3pvp-x8,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-cleanout-tee-cap-3pvpco1,DuraVent,Venting Components,3PVP-CO1,"DuraVent Pellet Vent Pro 3"" Diameter Clean-Out Tee Cap | 3PVP-CO1 |",3pvp-co1,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-cleanout-tee-cap-black-3pvpcob1,DuraVent,Venting Components,3PVP-COB1,"DuraVent Pellet Vent Pro 3"" Diameter Black Clean-Out Tee Cap | 3PVP-COB1 |",3pvp-cob1,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-17-24-inch-adjustable-pipe-black-direct-vent-pipe-for-gas-fireplaces-gas-st,DuraVent,Venting Components,58DVA-17TAB,DuraVent Direct Vent Pro 17 - 24 Inch Adjustable Pipe - Black Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-17TAB |,58dva-17tab,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-17-24-inch-adjustable-pipe-with-welded-seam-black-direct-vent-pipe-for-gas-,DuraVent,Venting Components,46DVA-24TAB,DuraVent Direct Vent Pro 17 - 24 Inch Adjustable Pipe With Welded Seam - Black Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-24TAB |,46dva-24tab,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-3x3-colinear-reline-kit-al-flex-incl-high-wind-term-cap-2-flex-alum-flex-le,DuraVent,Venting Components,46DVA-CL33KFB,"DuraVent Direct Vent Pro 3x3 Co-Linear Reline Kit AL Flex: incl: High Wind term Cap, 2 FLex Alum flex length and 4 hose clamps Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-CL33KFB |",46dva-cl33kfb,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-3x4-colinear-reline-kit-al-flex-inc-high-wind-term-cap-2-flex-alum-flex-len,DuraVent,Venting Components,46DVA-CL34KFB,"DuraVent Direct Vent Pro 3x4 Co-Linear Reline Kit AL Flex inc: High Wind term Cap, 2 FLex Alum flex length and 4 hose clamps Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-CL34KFB |",46dva-cl34kfb,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-4x6-dia-co-linear-termination-adpt-direct-vent-pipe-for-gas-fireplaces-gas-,DuraVent,Venting Components,46DVA-CLTA,DuraVent Direct Vent Pro 4X6 Dia Co Linear Termination Adpt Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-CLTA |,46dva-clta,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-4x6-dia-coaxial-colin-3x4-adapter-direct-vent-pipe-for-gas-fireplaces-gas-s,DuraVent,Venting Components,46DVA-GCL34,DuraVent Direct Vent Pro 4x6 DIA Co-Axial/Co-Lin 3X4 Adapter Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-GCL34 |,46dva-gcl34,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-4x6-diameter-3-inchx4-inch-co-linear-adapter-direct-vent-pipe-for-gas-firep,DuraVent,Venting Components,46DVA-34CLAA,DuraVent Direct Vent Pro 4x6 Diameter 3 Inchx4 Inch Co Linear Adapter Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-34CLAA |,46dva-34claa,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-4x6-diameter-3-inchx4-inch-colinear-term-adpt-direct-vent-pipe-for-gas-fire,DuraVent,Venting Components,46DVA-34CLTA,DuraVent Direct Vent Pro 4x6 Diameter 3 Inchx4 Inch CoLinear Term. Adpt Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-34CLTA |,46dva-34clta,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-4x6-diameter-roof-support-direct-vent-pipe-for-gas-fireplaces-gas-stoves-46,DuraVent,Venting Components,46DVA-RS,DuraVent Direct Vent Pro 4X6 Diameter Roof Support Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-RS |,46dva-rs,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-4x6-dva-14in-snorkel-direct-vent-pipe-for-gas-fireplaces-gas-stoves-46dvah2,DuraVent,Venting Components,46DVA-H2-SNK14,DuraVent Direct Vent Pro 4x6 DVA 14in Snorkel Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-H2-SNK14 |,46dva-h2-snk14,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-4x6-dva-36in-snorkel-direct-vent-pipe-for-gas-fireplaces-gas-stoves-46dvah2,DuraVent,Venting Components,46DVA-H2-SNK36,DuraVent Direct Vent Pro 4x6 DVA 36in Snorkel Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-H2-SNK36 |,46dva-h2-snk36,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-4x6-dva-horizontal-cap-v2-direct-vent-pipe-for-gas-fireplaces-gas-stoves-46,DuraVent,Venting Components,46DVA-H2,DuraVent Direct Vent Pro 4X6 DVA Horizontal Cap V2 Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-H2 |,46dva-h2,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-5x8-diameter-roof-support-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58,DuraVent,Venting Components,58DVA-RS,DuraVent Direct Vent Pro 5X8 Diameter Roof Support Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-RS |,58dva-rs,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-5x8-dva-14in-snorkel-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58dvah2,DuraVent,Venting Components,58DVA-H2-SNK14,DuraVent Direct Vent Pro 5x8 DVA 14in Snorkel Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-H2-SNK14 |,58dva-h2-snk14,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-5x8-dva-36in-snorkel-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58dvah2,DuraVent,Venting Components,58DVA-H2-SNK36,DuraVent Direct Vent Pro 5x8 DVA 36in Snorkel Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-H2-SNK36 |,58dva-h2-snk36,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-5x8-dva-horizontal-cap-v2-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58,DuraVent,Venting Components,58DVA-H2,DuraVent Direct Vent Pro 5X8 DVA Horizontal Cap V2 Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-H2 |,58dva-h2,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-counter-flashing-kit-small-direct-vent-pipe-for-gas-fireplaces-gas-stoves-4,DuraVent,Venting Components,46DVA-CFKS,DuraVent Direct Vent Pro Counter Flashing Kit -Small Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-CFKS |,46dva-cfks,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-dsa-flashing-0-12-6-12-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58dva,DuraVent,Venting Components,58DVA-F6DS,DuraVent Direct Vent Pro DSA Flashing 0/12 - 6/12 Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-F6DS |,58dva-f6ds,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-dsa-flashing-7-12-12-12-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58dv,DuraVent,Venting Components,58DVA-F12DS,DuraVent Direct Vent Pro DSA Flashing 7/12 - 12/12 Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-F12DS |,58dva-f12ds,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-duraflex-al-coupling-direct-vent-pipe-for-gas-fireplaces-gas-stoves-4dfafc,DuraVent,Venting Components,4DFA-FC,DuraVent Direct Vent Pro DuraFlex AL Coupling Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 4DFA-FC |,4dfa-fc,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-dv-vinyl-siding-standoff-box-direct-vent-pipe-for-gas-fireplaces-gas-stoves,DuraVent,Venting Components,DVA-BVS,DuraVent Direct Vent Pro DV Vinyl Siding Standoff Box Direct Vent Pipe For Gas Fireplaces & Gas Stoves | DVA-BVS |,dva-bvs,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-lowprofile-termination-cap-aluminum-direct-vent-pipe-for-gas-fireplaces-gas,DuraVent,Venting Components,58DVA-VC,DuraVent Direct Vent Pro Low-Profile Termination Cap - Aluminum Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-VC |,58dva-vc,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-universal-wall-thimble-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58dva,DuraVent,Venting Components,58DVA-WTU,DuraVent Direct Vent Pro Universal Wall Thimble Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-WTU |,58dva-wtu,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-vinyl-siding-standoff-kitsmallcopper-direct-vent-pipe-for-gas-fireplaces-ga,DuraVent,Venting Components,46DVA-VSKS-C,DuraVent Direct Vent Pro Vinyl Siding Standoff Kit-Small-Copper Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-VSKS-C |,46dva-vsks-c,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-direct-vent-pro-wall-firestop-11-inch-x-11-inch-direct-vent-pipe-for-gas-fireplaces-gas-sto,DuraVent,Venting Components,46DVA-WFS2,DuraVent Direct Vent Pro Wall Firestop 11 Inch x 11 Inch Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-WFS2 |,46dva-wfs2,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-11-14-5-8-inch-adjustable-pipe-length-galvanized-direct-vent-pipe-for-gas-fi,DuraVent,Venting Components,58DVA-17TA,DuraVent DirectVent Pro 11-14 5/8 Inch Adjustable Pipe Length - Galvanized Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-17TA |,58dva-17ta,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-11-17-inch-adjustable-pipe-galvanized-direct-vent-pipe-for-gas-fireplaces-ga,DuraVent,Venting Components,46DVA-17TA,DuraVent DirectVent Pro 11-17 Inch Adjustable Pipe - Galvanized Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-17TA |,46dva-17ta,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-11-17-inch-adjustable-pipe-length-black-direct-vent-pipe-for-gas-fireplaces-,DuraVent,Venting Components,46DVA-17TAB,DuraVent DirectVent Pro 11-17 Inch Adjustable Pipe Length - Black Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-17TAB |,46dva-17tab,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-12-inch-pipe-length-black-direct-vent-pipe-for-gas-fireplaces-gas-stoves-46d,DuraVent,Venting Components,46DVA-12B,DuraVent DirectVent Pro 12 Inch Pipe Length - Black Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-12B |,46dva-12b,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-12-inch-pipe-length-black-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58d,DuraVent,Venting Components,58DVA-12B,DuraVent DirectVent Pro 12 Inch Pipe Length - Black Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-12B |,58dva-12b,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-12-inch-pipe-length-galvanized-direct-vent-pipe-for-gas-fireplaces-gas-stove,DuraVent,Venting Components,46DVA-12,DuraVent DirectVent Pro 12 Inch Pipe Length - Galvanized Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-12 |,46dva-12,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-14-inch-snorkel-cap-direct-vent-pipe-for-gas-fireplaces-gas-stoves-58dva-snk,DuraVent,Venting Components,58DVA-SNK14,DuraVent DirectVent Pro 14 Inch Snorkel Cap Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-SNK14 |,58dva-snk14,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-14-inch-snorkel-termination-cap-direct-vent-pipe-for-gas-fireplaces-gas-stov,DuraVent,Venting Components,46DVA-SNK14,DuraVent DirectVent Pro 14 Inch Snorkel Termination Cap Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-SNK14 |,46dva-snk14,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-16-inch-adjustable-pipe-length-black-direct-vent-pipe-for-gas-fireplaces-gas,DuraVent,Venting Components,58DVA-16AB,DuraVent DirectVent Pro 16 Inch Adjustable Pipe Length - Black Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-16AB |,58dva-16ab,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-16-inch-adjustable-pipe-length-galvanized-direct-vent-pipe-for-gas-fireplace,DuraVent,Venting Components,58DVA-16A,DuraVent DirectVent Pro 16 Inch Adjustable Pipe Length - Galvanized Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 58DVA-16A |,58dva-16a,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-16-inch-pipe-extension-adjusts-3-14-5-inch-black-direct-vent-pipe-for-gas-fi,DuraVent,Venting Components,46DVA-16AB,DuraVent DirectVent Pro 16 Inch Pipe Extension (Adjusts 3-14.5 Inch) - Black Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-16AB |,46dva-16ab,1000x1000,FALSE,Not search Superior provided images because not Superior products
duravent-directvent-pro-16-inch-pipe-extension-adjusts-3-14-5-inch-direct-vent-pipe-for-gas-fireplac,DuraVent,Venting Components,46DVA-16A,DuraVent DirectVent Pro 16 Inch Pipe Extension (Adjusts 3-14.5 Inch) Direct Vent Pipe For Gas Fireplaces & Gas Stoves | 46DVA-16A |,46dva-16a,1000x1000,FALSE,Not search Superior provided images because not Superior products
